EMBL_transcript_id,cDNA_length,cds_length,exons_nr,5_MAR_presence,3_MAR_presence,5_polyA_18_presence,5_CCGNN_2_5_presence,perc_go_hk_match,perc_go_ts_match,is_hk
ENST00000315684,4020,1626,23,no,no,yes,no,NaN,NaN,NaN
ENST00000317872,,,NaN,no,no,no,no,NaN,NaN,NaN
ENST00000313833,3406,2232,2,no,no,no,no,1,0,NaN
ENST00000315707,2069,447,3,no,yes,yes,no,NaN,NaN,NaN
ENST00000326044,,,2,no,no,no,no,NaN,NaN,NaN
ENST00000322792,884,270,NaN,yes,no,no,yes,0,0,NaN
ENST00000361280,878,264,NaN,yes,no,no,yes,0,0,NaN
ENST00000248342,862,657,NaN,no,no,no,no,0.5,0,NaN
ENST00000326084,2307,2307,13,no,no,no,no,NaN,NaN,NaN
ENST00000312847,,,4,no,no,no,no,NaN,NaN,NaN
ENST00000320848,1583,384,2,yes,no,no,no,1,0,NaN
ENST00000317847,,,NaN,no,no,no,no,NaN,NaN,NaN
ENST00000326277,1887,1887,1,no,no,no,no,0,0.3333333,NaN
ENST00000314992,2932,1545,10,no,no,no,yes,0,0,NaN
ENST00000316199,1245,1035,9,no,no,no,no,0,0,NaN
ENST00000320879,408,408,1,no,no,no,no,NaN,NaN,NaN
ENST00000320054,,,NaN,yes,no,no,no,NaN,NaN,NaN
ENST00000325267,2521,2520,NaN,no,no,yes,no,0,0.3,NaN
ENST00000216099,1280,1161,7,no,no,yes,no,0,0,NaN
ENST00000321731,2812,1764,18,no,yes,no,no,NaN,NaN,NaN
ENST00000320912,2050,384,3,yes,no,yes,no,NaN,NaN,NaN
ENST00000313879,,,2,yes,no,no,no,NaN,NaN,NaN
ENST00000312941,,,2,yes,no,yes,no,NaN,NaN,NaN
ENST00000323440,273,273,1,no,no,no,no,0,0,NaN
ENST00000318887,2628,984,NaN,no,no,no,yes,0,0.25,NaN
ENST00000320113,,,2,no,no,yes,yes,NaN,NaN,NaN
ENST00000325337,2434,1680,NaN,no,no,no,no,NaN,NaN,NaN
ENST00000314377,3174,369,NaN,no,no,no,no,NaN,NaN,NaN
ENST00000327285,,,NaN,no,no,no,no,NaN,NaN,NaN
ENST00000323452,2369,372,NaN,yes,no,no,no,NaN,NaN,NaN
ENST00000316425,1508,441,5,no,no,no,no,NaN,NaN,NaN
ENST00000339415,752,420,7,no,no,no,no,NaN,NaN,NaN
ENST00000315431,,,NaN,no,no,yes,no,NaN,NaN,NaN
ENST00000327069,168,168,NaN,no,no,no,no,NaN,NaN,NaN
ENST00000316509,443,348,5,no,no,no,no,0,0.75,no
ENST00000360784,426,345,5,no,no,no,no,0,0.75,no
ENST00000314442,456,456,4,no,no,no,no,NaN,NaN,NaN
ENST00000320270,1704,1098,1,no,no,no,yes,0,0,NaN
ENST00000314553,2034,2034,NaN,yes,no,no,no,NaN,NaN,NaN
ENST00000314567,243,243,NaN,yes,no,no,no,NaN,NaN,NaN
ENST00000314586,2428,2241,NaN,yes,no,no,no,NaN,NaN,NaN
ENST00000354375,2678,2241,NaN,yes,no,no,no,NaN,NaN,NaN
ENST00000326754,1300,1164,NaN,no,no,no,yes,NaN,NaN,NaN
ENST00000313009,1813,972,NaN,no,yes,no,yes,0,0,NaN
ENST00000325766,4064,1569,NaN,no,no,no,yes,NaN,NaN,NaN
ENST00000318763,945,945,NaN,no,yes,yes,no,0,0,NaN
ENST00000319338,3742,2709,20,no,yes,no,no,NaN,NaN,NaN
ENST00000316717,1612,1296,NaN,yes,no,no,no,NaN,NaN,NaN
ENST00000326866,2646,933,NaN,no,no,no,no,0,0,NaN
ENST00000313031,,,2,no,no,yes,no,NaN,NaN,NaN
ENST00000313865,1199,447,NaN,yes,no,no,no,NaN,NaN,NaN
ENST00000316398,1125,1125,NaN,no,yes,yes,no,NaN,NaN,NaN
ENST00000313326,,,NaN,no,no,no,no,NaN,NaN,NaN
ENST00000318797,957,957,NaN,no,no,no,no,0,0.1428571,NaN
ENST00000330752,1059,1059,NaN,no,no,no,no,NaN,NaN,NaN
ENST00000322108,258,258,NaN,no,no,yes,no,NaN,NaN,NaN
ENST00000316786,3145,699,NaN,no,no,no,yes,NaN,NaN,NaN
ENST00000322139,2948,747,NaN,no,yes,no,no,NaN,NaN,NaN
ENST00000314990,391,279,NaN,no,no,yes,no,0,0.5,NaN
ENST00000361541,369,369,NaN,no,no,yes,no,0,0.5,NaN
ENST00000312952,5325,5271,NaN,no,no,no,no,0,0.1666667,NaN
ENST00000315192,1336,1083,NaN,no,yes,no,no,NaN,NaN,NaN
ENST00000314123,381,381,1,no,yes,no,no,NaN,NaN,NaN
ENST00000318911,1189,978,NaN,no,no,no,yes,0,0.25,NaN
ENST00000320761,,,NaN,no,no,no,no,NaN,NaN,NaN
ENST00000317276,4656,3873,23,no,no,no,yes,0,0.1111111,NaN
ENST00000354903,4656,3873,23,no,no,no,yes,0,0.1111111,NaN
ENST00000319595,1101,1101,NaN,yes,yes,no,no,0,0.5714286,NaN
ENST00000322825,,,3,yes,no,no,no,NaN,NaN,NaN
ENST00000316450,,,NaN,no,no,no,yes,NaN,NaN,NaN
ENST00000313891,,,NaN,no,no,no,no,NaN,NaN,NaN
ENST00000321196,4838,2511,NaN,no,no,no,no,0,0,NaN
ENST00000313319,510,510,NaN,no,no,yes,no,NaN,NaN,NaN
ENST00000318970,912,912,NaN,yes,no,no,no,0,0,NaN
ENST00000317814,678,678,4,no,no,no,no,0,0.2,NaN
ENST00000314606,1814,1527,NaN,no,no,no,no,0.1428571,0,NaN
ENST00000333429,1278,1062,5,no,no,no,no,NaN,NaN,NaN
ENST00000336349,5352,2058,6,no,no,no,no,NaN,NaN,NaN
ENST00000357855,2137,1524,7,no,no,no,no,NaN,NaN,NaN
ENST00000360810,4939,993,5,no,no,no,no,NaN,NaN,NaN
ENST00000317282,,,2,no,yes,no,no,NaN,NaN,NaN
ENST00000323327,2942,558,5,no,no,no,no,NaN,NaN,NaN
ENST00000314471,2736,975,NaN,no,no,no,no,NaN,NaN,NaN
ENST00000313495,2766,393,4,no,no,no,no,NaN,NaN,NaN
ENST00000314209,153,153,NaN,yes,no,no,yes,NaN,NaN,NaN
ENST00000323380,1081,171,3,no,no,yes,no,NaN,NaN,NaN
ENST00000323110,2930,1512,NaN,no,no,no,no,0,0.4285714,NaN
ENST00000313543,1210,903,NaN,no,no,no,no,0,0,NaN
ENST00000321722,348,348,1,no,no,no,no,NaN,NaN,NaN
ENST00000318227,3362,2136,15,no,no,no,no,0,0.2,NaN
ENST00000315127,3738,1527,NaN,yes,no,no,no,0,0,NaN
ENST00000342649,3357,1491,11,no,no,no,no,NaN,NaN,NaN
ENST00000314234,,,NaN,yes,no,no,no,NaN,NaN,NaN
ENST00000314355,,,NaN,no,no,no,no,NaN,NaN,NaN
ENST00000314255,,,NaN,no,no,no,no,NaN,NaN,NaN
ENST00000323205,,,5,no,no,no,no,NaN,NaN,NaN
ENST00000313149,2017,1386,NaN,no,yes,yes,yes,0,0.3333333,NaN
ENST00000316266,2105,156,NaN,no,yes,no,yes,NaN,NaN,NaN
ENST00000318383,2153,588,NaN,no,no,no,no,0.1666667,0.3333333,NaN
ENST00000334928,2019,1959,NaN,no,no,no,no,0.1666667,0.3333333,NaN
ENST00000341827,876,876,3,no,no,no,no,NaN,NaN,NaN
ENST00000348984,888,888,3,no,no,no,no,NaN,NaN,NaN
ENST00000317869,,,NaN,no,yes,no,no,NaN,NaN,NaN
ENST00000315966,,,NaN,no,yes,yes,no,NaN,NaN,NaN
ENST00000314549,357,357,1,yes,no,no,no,NaN,NaN,NaN
ENST00000315287,618,618,3,no,no,no,no,NaN,NaN,NaN
ENST00000315703,1638,660,NaN,no,no,no,no,NaN,NaN,NaN
ENST00000331625,,,NaN,no,yes,no,no,NaN,NaN,NaN
ENST00000320157,335,294,NaN,no,no,no,no,NaN,NaN,NaN
ENST00000314163,,,7,no,no,yes,no,NaN,NaN,NaN
ENST00000323622,,,3,yes,no,no,no,NaN,NaN,NaN
ENST00000323432,,,NaN,no,yes,no,no,NaN,NaN,NaN
ENST00000317014,1495,801,NaN,no,yes,no,no,NaN,NaN,NaN
ENST00000337815,4241,786,NaN,no,no,no,yes,0,0,NaN
ENST00000323674,,,3,yes,no,no,no,NaN,NaN,NaN
ENST00000314893,,,2,no,yes,no,no,NaN,NaN,NaN
ENST00000316401,594,594,NaN,no,no,no,no,NaN,NaN,NaN
ENST00000349123,918,918,NaN,no,no,no,no,0,0,NaN
ENST00000316448,1901,1254,NaN,no,no,no,yes,0,0.1,NaN
ENST00000316859,1782,360,NaN,no,no,no,no,NaN,NaN,NaN
ENST00000320147,,,3,no,no,no,no,NaN,NaN,NaN
ENST00000326569,2873,2505,NaN,no,no,no,no,NaN,NaN,NaN
ENST00000326587,2716,2337,NaN,no,no,no,no,NaN,NaN,NaN
ENST00000359168,1551,1551,NaN,no,no,no,no,NaN,NaN,NaN
ENST00000317267,,,NaN,no,no,no,yes,NaN,NaN,NaN
ENST00000317369,,,NaN,yes,no,yes,no,NaN,NaN,NaN
ENST00000321844,2310,633,NaN,no,yes,no,yes,NaN,NaN,NaN
ENST00000315571,3798,1059,6,no,no,no,yes,0,0,NaN
ENST00000317614,2751,2751,NaN,no,no,no,yes,0,0.1428571,NaN
ENST00000360469,3310,2475,NaN,no,no,no,yes,0,0.1428571,NaN
ENST00000324383,,,NaN,yes,no,no,no,NaN,NaN,NaN
ENST00000315254,,,NaN,no,no,no,yes,NaN,NaN,NaN
ENST00000317476,972,972,NaN,no,no,no,no,0,0.2857143,NaN
ENST00000319426,486,486,NaN,no,no,no,no,NaN,NaN,NaN
ENST00000317652,2000,423,NaN,no,yes,no,no,NaN,NaN,NaN
ENST00000316048,,,2,no,no,no,no,NaN,NaN,NaN
ENST00000317511,,,NaN,no,no,no,no,NaN,NaN,NaN
ENST00000324490,,,2,yes,yes,no,no,NaN,NaN,NaN
ENST00000316856,1793,1092,NaN,no,no,no,no,0.25,0,NaN
ENST00000315331,651,651,NaN,no,no,no,no,0,0,NaN
ENST00000325307,,,NaN,no,no,no,no,NaN,NaN,NaN
ENST00000331664,7044,3867,2,no,no,no,no,NaN,NaN,NaN
ENST00000316939,743,669,NaN,no,no,yes,no,0,0,NaN
ENST00000324741,,,2,no,no,no,no,NaN,NaN,NaN
ENST00000317839,,,2,yes,no,no,yes,NaN,NaN,NaN
ENST00000315440,,,NaN,no,no,no,no,NaN,NaN,NaN
ENST00000317692,1707,1707,NaN,no,no,no,no,NaN,NaN,NaN
ENST00000340998,1356,1356,NaN,no,no,no,no,NaN,NaN,NaN
ENST00000317060,1732,570,NaN,no,no,no,no,NaN,NaN,NaN
ENST00000327259,2555,1407,NaN,no,no,no,yes,NaN,NaN,NaN
ENST00000325814,1134,1134,NaN,no,no,no,yes,NaN,NaN,NaN
ENST00000351677,6282,1782,NaN,yes,no,yes,yes,0,0.6,NaN
ENST00000342551,2420,1320,NaN,no,no,no,no,NaN,NaN,NaN
ENST00000324466,,,NaN,no,yes,no,no,NaN,NaN,NaN
ENST00000324905,,,NaN,no,no,no,no,NaN,NaN,NaN
ENST00000316607,3565,1428,11,no,no,no,no,NaN,NaN,NaN
ENST00000333934,1936,882,4,no,no,no,no,NaN,NaN,NaN
ENST00000321110,2648,1428,NaN,no,no,no,no,0,0,NaN
ENST00000317885,492,492,NaN,no,no,no,yes,NaN,NaN,NaN
ENST00000316310,3753,642,NaN,no,no,yes,yes,0,0,NaN
ENST00000356333,2028,642,NaN,no,no,yes,yes,0,0,NaN
ENST00000324839,,,3,no,yes,no,no,NaN,NaN,NaN
ENST00000324479,390,390,NaN,no,no,no,no,NaN,NaN,NaN
ENST00000324508,,,NaN,no,no,no,no,NaN,NaN,NaN
ENST00000321137,400,78,NaN,no,no,no,no,1,0,NaN
ENST00000317744,2692,1728,9,no,no,no,yes,0,1,NaN
ENST00000356513,2657,1470,10,no,no,no,yes,0,1,NaN
ENST00000311061,786,786,2,no,no,no,no,NaN,NaN,NaN
ENST00000316369,909,909,6,no,no,no,no,NaN,NaN,NaN
ENST00000316283,714,714,NaN,yes,no,no,yes,NaN,NaN,NaN
ENST00000316482,,,NaN,no,no,no,no,NaN,NaN,NaN
ENST00000318301,3018,3018,1,no,no,no,no,NaN,NaN,NaN
ENST00000320578,1780,654,NaN,no,no,yes,yes,0,0,NaN
ENST00000316887,,,2,no,no,no,yes,NaN,NaN,NaN
ENST00000345005,1762,1473,NaN,no,no,yes,no,0,0,NaN
ENST00000348245,1665,459,NaN,no,no,yes,no,0,0,NaN
ENST00000352989,2552,1404,NaN,no,no,yes,no,0,0,NaN
ENST00000316252,402,402,1,no,no,no,no,NaN,NaN,NaN
ENST00000318350,384,384,1,no,no,no,no,NaN,NaN,NaN
ENST00000324712,,,2,no,no,no,no,NaN,NaN,NaN
ENST00000313481,612,612,2,no,no,no,no,NaN,NaN,NaN
ENST00000334399,837,783,NaN,no,no,no,no,0,0,NaN
ENST00000341105,3365,1443,NaN,no,no,no,no,0,0.375,NaN
ENST00000325287,759,759,1,no,no,no,no,NaN,NaN,NaN
ENST00000316988,,,3,yes,no,no,no,NaN,NaN,NaN
ENST00000316625,,,2,no,no,no,yes,NaN,NaN,NaN
ENST00000322426,378,378,NaN,no,no,no,no,0.8,0,NaN
ENST00000346246,4240,1683,NaN,no,no,no,yes,0,0,NaN
ENST00000313559,489,489,1,no,no,no,no,NaN,NaN,NaN
ENST00000319560,737,507,NaN,yes,no,no,no,0,0,NaN
ENST00000325438,3428,2889,NaN,no,no,no,no,NaN,NaN,NaN
ENST00000326670,,,NaN,no,no,no,no,NaN,NaN,NaN
ENST00000317245,,,3,yes,yes,no,no,NaN,NaN,NaN
ENST00000318777,315,315,NaN,no,no,no,no,NaN,NaN,NaN
ENST00000325515,321,321,1,no,yes,no,no,0,0.5,NaN
ENST00000317202,,,2,no,yes,no,yes,NaN,NaN,NaN
ENST00000317265,,,2,no,no,no,no,NaN,NaN,NaN
ENST00000319695,396,396,1,no,no,no,no,NaN,NaN,NaN
ENST00000326103,192,192,NaN,no,no,no,yes,NaN,NaN,NaN
ENST00000323570,4399,882,NaN,no,no,no,no,0,0.6666667,NaN
ENST00000317216,4334,1164,2,no,no,no,yes,0,0.125,NaN
ENST00000317684,,,NaN,no,no,no,no,NaN,NaN,NaN
ENST00000331955,2016,2016,NaN,no,no,no,no,NaN,NaN,NaN
ENST00000339680,2049,2049,NaN,no,no,no,no,NaN,NaN,NaN
ENST00000355012,1968,1968,NaN,no,no,no,no,NaN,NaN,NaN
ENST00000318985,2677,300,1,no,no,no,yes,NaN,NaN,NaN
ENST00000348926,3015,2499,NaN,no,no,no,yes,NaN,NaN,NaN
ENST00000319143,1719,1719,NaN,no,no,no,yes,0,0.3333333,NaN
ENST00000319737,,,2,no,no,no,no,NaN,NaN,NaN
ENST00000318853,,,NaN,no,no,no,no,NaN,NaN,NaN
ENST00000322762,2536,1338,3,no,no,no,no,NaN,NaN,NaN
ENST00000339380,2141,702,3,no,no,no,no,NaN,NaN,NaN
ENST00000324866,600,600,1,no,no,no,no,NaN,NaN,NaN
ENST00000319153,2468,699,NaN,no,no,no,no,0,0,NaN
ENST00000319751,1558,888,2,no,no,no,no,NaN,NaN,NaN
ENST00000319004,3177,3177,1,no,no,no,no,0,0,NaN
ENST00000323770,,,NaN,no,no,no,no,NaN,NaN,NaN
ENST00000317497,,,NaN,no,no,no,no,NaN,NaN,NaN
ENST00000316679,,,2,no,no,no,no,NaN,NaN,NaN
ENST00000340373,897,897,NaN,no,no,no,no,0,0.1428571,NaN
ENST00000313893,2848,378,NaN,no,no,no,no,NaN,NaN,NaN
ENST00000321814,276,276,NaN,no,no,no,no,NaN,NaN,NaN
ENST00000325042,1358,156,2,no,no,no,no,NaN,NaN,NaN
ENST00000317811,,,2,no,no,no,yes,NaN,NaN,NaN
ENST00000317742,918,918,1,no,no,no,no,0,0,NaN
ENST00000320491,963,963,NaN,no,no,no,no,0,0,NaN
ENST00000317881,,,5,yes,no,no,no,NaN,NaN,NaN
ENST00000319682,474,474,3,no,no,yes,no,NaN,NaN,NaN
ENST00000314233,,,2,no,no,no,no,NaN,NaN,NaN
ENST00000319701,259,138,NaN,yes,no,no,no,NaN,NaN,NaN
ENST00000355081,2016,1716,5,yes,no,no,yes,0,0,NaN
ENST00000357625,2175,1716,5,yes,no,no,yes,0,0,NaN
ENST00000314520,2766,1524,1,yes,yes,no,no,0.1428571,0,NaN
ENST00000317886,3847,1569,NaN,yes,no,no,no,0,7.69E-02,NaN
ENST00000358704,3849,1596,NaN,yes,no,no,no,0,7.69E-02,NaN
ENST00000325349,,,2,no,no,yes,no,NaN,NaN,NaN
ENST00000320170,,,NaN,no,no,no,no,NaN,NaN,NaN
ENST00000350513,933,933,NaN,yes,no,no,no,0,0.1428571,NaN
ENST00000325192,919,897,4,no,no,yes,no,NaN,NaN,NaN
ENST00000319144,2471,2106,15,no,no,yes,no,0,0.3,NaN
ENST00000324307,,,NaN,no,no,no,no,NaN,NaN,NaN
ENST00000320173,,,NaN,no,no,no,no,NaN,NaN,NaN
ENST00000318542,,,3,no,no,yes,no,NaN,NaN,NaN
ENST00000313475,,,NaN,no,yes,yes,no,NaN,NaN,NaN
ENST00000321358,,,NaN,no,yes,no,no,NaN,NaN,NaN
ENST00000323118,264,264,NaN,no,no,no,no,NaN,NaN,NaN
ENST00000325520,,,4,yes,yes,yes,no,NaN,NaN,NaN
ENST00000318886,2449,291,NaN,no,no,no,yes,NaN,NaN,NaN
ENST00000312728,,,NaN,no,no,yes,no,NaN,NaN,NaN
ENST00000323346,3954,1770,NaN,no,no,no,no,0,0.3333333,NaN
ENST00000318659,693,693,NaN,no,no,no,no,NaN,NaN,NaN
ENST00000313807,1850,363,2,no,no,no,yes,NaN,NaN,NaN
ENST00000321205,1760,1230,NaN,no,no,no,yes,0,1,NaN
ENST00000359551,1684,981,NaN,no,no,no,yes,0,1,NaN
ENST00000361077,1605,471,NaN,no,no,no,yes,0,1,NaN
ENST00000341396,1451,585,NaN,no,no,no,no,0,0,NaN
ENST00000354685,3203,1794,8,no,no,yes,no,NaN,NaN,NaN
ENST00000338017,3359,2514,NaN,no,no,yes,no,0,0,NaN
ENST00000356928,3074,2514,NaN,no,no,yes,no,0,0,NaN
ENST00000314113,1134,1134,NaN,no,no,no,no,0,0.5714286,NaN
ENST00000325202,,,NaN,no,no,no,no,NaN,NaN,NaN
ENST00000321353,1263,1263,1,no,no,no,no,NaN,NaN,NaN
ENST00000321394,1269,1269,12,no,no,no,no,NaN,NaN,NaN
ENST00000342023,864,864,6,no,no,no,no,NaN,NaN,NaN
ENST00000321407,4131,2328,NaN,no,yes,no,no,0,0,NaN
ENST00000316436,1433,495,NaN,no,no,no,no,NaN,NaN,NaN
ENST00000339412,,,2,no,no,no,no,NaN,NaN,NaN
ENST00000287968,4230,2715,NaN,no,no,yes,no,NaN,NaN,NaN
ENST00000320565,1549,1059,NaN,no,no,no,yes,NaN,NaN,NaN
ENST00000321063,369,369,NaN,no,no,no,no,NaN,NaN,NaN
ENST00000323801,,,NaN,no,no,yes,no,NaN,NaN,NaN
ENST00000319051,,,NaN,no,no,no,no,NaN,NaN,NaN
ENST00000313323,1173,222,NaN,yes,yes,no,no,NaN,NaN,NaN
ENST00000321392,757,735,3,no,no,no,no,0,0,NaN
ENST00000325317,207,207,NaN,no,no,no,no,NaN,NaN,NaN
ENST00000319606,2285,420,NaN,no,no,no,no,NaN,NaN,NaN
ENST00000324288,4098,3393,20,no,no,no,no,0,0.1111111,NaN
ENST00000316708,4983,315,NaN,no,no,yes,no,NaN,NaN,NaN
ENST00000322380,585,585,2,no,no,no,no,0,0.1428571,NaN
ENST00000356907,588,588,3,no,no,no,no,0,0.1428571,NaN
ENST00000319555,3345,3021,NaN,no,no,no,yes,0,0,NaN
ENST00000320786,2662,2031,14,no,no,no,yes,0,0.2777778,NaN
ENST00000339694,2440,1809,12,no,no,no,yes,0,0.2777778,NaN
ENST00000324676,,,NaN,no,no,no,no,NaN,NaN,NaN
ENST00000321560,2561,759,2,no,no,no,no,0,0.5,NaN
ENST00000314140,390,390,3,no,no,no,no,0,1,NaN
ENST00000324694,,,NaN,no,no,no,no,NaN,NaN,NaN
ENST00000339582,1506,1506,NaN,no,no,no,no,0,0.4545455,NaN
ENST00000341617,2727,2727,NaN,no,no,no,no,0,0.4545455,NaN
ENST00000358373,2736,2736,NaN,no,no,no,no,0,0.4545455,NaN
ENST00000319726,2879,654,NaN,no,no,no,no,0,0,NaN
ENST00000335793,3100,1071,NaN,no,no,no,no,0,0,NaN
ENST00000325496,,,2,no,no,no,yes,NaN,NaN,NaN
ENST00000321688,930,930,NaN,no,yes,no,no,0,0,NaN
ENST00000324360,363,363,NaN,no,no,no,no,NaN,NaN,NaN
ENST00000321730,930,930,NaN,no,no,no,no,0,0.1428571,NaN
ENST00000313847,1125,1125,3,no,no,no,no,0,0,NaN
ENST00000342537,882,882,5,no,no,no,no,0,0,NaN
ENST00000320350,,,NaN,no,no,no,yes,NaN,NaN,NaN
ENST00000325686,2371,1293,7,no,no,no,yes,NaN,NaN,NaN
ENST00000322428,771,771,NaN,no,no,no,yes,0,0,NaN
ENST00000314533,534,534,NaN,no,no,no,no,NaN,NaN,NaN
ENST00000321760,1250,513,3,no,no,no,no,NaN,NaN,NaN
ENST00000317818,1164,774,NaN,no,no,no,no,0,0.1666667,NaN
ENST00000320107,,,NaN,yes,no,no,yes,NaN,NaN,NaN
ENST00000326982,,,NaN,yes,no,no,no,NaN,NaN,NaN
ENST00000322020,,,3,no,no,no,no,NaN,NaN,NaN
ENST00000314365,,,NaN,no,no,no,no,NaN,NaN,NaN
ENST00000323423,933,933,1,no,yes,no,no,0,0.1428571,NaN
ENST00000314415,396,396,NaN,no,yes,no,no,NaN,NaN,NaN
ENST00000326225,,,NaN,no,no,no,no,NaN,NaN,NaN
ENST00000315067,,,NaN,no,no,no,no,NaN,NaN,NaN
ENST00000320969,,,3,no,no,no,no,NaN,NaN,NaN
ENST00000322329,363,363,NaN,no,no,no,yes,NaN,NaN,NaN
ENST00000320767,1287,579,NaN,no,yes,no,no,0,0,NaN
ENST00000323355,873,294,4,no,yes,no,yes,NaN,NaN,NaN
ENST00000321788,,,NaN,no,yes,yes,no,NaN,NaN,NaN
ENST00000320810,,,NaN,no,no,yes,no,NaN,NaN,NaN
ENST00000322678,939,504,NaN,no,no,no,no,0,0.1428571,NaN
ENST00000324148,,,2,yes,no,no,no,NaN,NaN,NaN
ENST00000323662,7119,2514,NaN,no,no,no,no,NaN,NaN,NaN
ENST00000321333,348,348,NaN,yes,no,no,yes,NaN,NaN,NaN
ENST00000344536,711,711,NaN,no,no,no,no,NaN,NaN,NaN
ENST00000291971,3934,3147,NaN,yes,no,no,no,NaN,NaN,NaN
ENST00000325481,2572,525,NaN,no,yes,no,yes,NaN,NaN,NaN
ENST00000313592,1593,1110,1,no,no,no,no,0,0,NaN
ENST00000321382,2073,1299,2,no,no,no,no,NaN,NaN,NaN
ENST00000330951,849,849,2,no,no,no,no,NaN,NaN,NaN
ENST00000315425,1053,1053,NaN,no,no,no,yes,0,0,NaN
ENST00000318375,342,342,NaN,no,no,yes,no,NaN,NaN,NaN
ENST00000319733,1913,636,4,no,no,no,no,NaN,NaN,NaN
ENST00000317122,2468,540,NaN,no,no,no,yes,NaN,NaN,NaN
ENST00000318052,,,NaN,no,yes,no,no,NaN,NaN,NaN
ENST00000333467,1536,1149,8,no,no,no,yes,0,0,NaN
ENST00000335760,1359,756,7,no,no,no,yes,0,0,NaN
ENST00000356594,1796,1146,7,no,no,no,yes,0,0,NaN
ENST00000318438,402,402,NaN,no,no,no,no,NaN,NaN,NaN
ENST00000318108,234,234,NaN,yes,yes,no,no,NaN,NaN,NaN
ENST00000319817,2223,522,NaN,no,yes,no,no,NaN,NaN,NaN
ENST00000322551,249,249,NaN,no,no,no,no,NaN,NaN,NaN
ENST00000313290,396,396,NaN,no,no,yes,no,NaN,NaN,NaN
ENST00000323372,2177,1173,NaN,no,no,no,no,0,0.1666667,NaN
ENST00000322567,390,390,NaN,no,no,no,yes,NaN,NaN,NaN
ENST00000321221,2505,573,14,no,no,no,no,NaN,NaN,NaN
ENST00000329395,2860,792,19,no,no,no,no,NaN,NaN,NaN
ENST00000318120,921,921,1,no,no,no,no,NaN,NaN,NaN
ENST00000322577,993,993,NaN,no,no,no,no,0,0.2,NaN
ENST00000341741,459,459,NaN,yes,yes,no,no,0,0.6666667,NaN
ENST00000341529,4086,2355,NaN,no,no,no,no,0,0.1428571,NaN
ENST00000327747,1047,1047,3,no,no,no,no,0,0,NaN
ENST00000322184,,,NaN,no,no,no,no,NaN,NaN,NaN
ENST00000321344,249,249,NaN,no,no,no,no,NaN,NaN,NaN
ENST00000322203,,,NaN,no,no,no,no,NaN,NaN,NaN
ENST00000326416,1691,780,2,no,no,no,no,NaN,NaN,NaN
ENST00000318909,777,777,NaN,yes,no,no,no,NaN,NaN,NaN
ENST00000331736,915,915,NaN,no,no,no,no,0,0,NaN
ENST00000326459,1257,858,6,no,no,yes,no,NaN,NaN,NaN
ENST00000331188,1242,1242,6,no,no,yes,no,NaN,NaN,NaN
ENST00000325348,1905,786,NaN,no,no,no,no,0,0,NaN
ENST00000347708,1240,1173,NaN,no,no,no,no,0,0,NaN
ENST00000326488,,,6,yes,no,no,no,NaN,NaN,NaN
ENST00000312721,,,NaN,no,yes,no,no,NaN,NaN,NaN
ENST00000313851,3241,420,4,no,no,no,no,NaN,NaN,NaN
ENST00000314254,969,969,1,no,no,no,no,0,0.2,NaN
ENST00000320256,1032,1032,1,no,no,no,no,0,0.2,NaN
ENST00000336967,2153,969,NaN,no,no,no,yes,0,0,NaN
ENST00000358803,2058,969,NaN,no,no,no,yes,0,0,NaN
ENST00000312876,,,NaN,no,no,no,no,NaN,NaN,NaN
ENST00000319735,1340,324,NaN,no,no,no,yes,NaN,NaN,NaN
ENST00000326952,747,747,NaN,no,yes,no,no,NaN,NaN,NaN
ENST00000314568,969,969,1,no,no,no,no,0,0.2,NaN
ENST00000318577,384,384,NaN,yes,no,no,no,NaN,NaN,NaN
ENST00000315783,2058,1842,NaN,no,no,yes,no,0,0,NaN
ENST00000326134,5046,5046,NaN,no,no,yes,no,0,0,NaN
ENST00000356585,2444,684,NaN,no,no,yes,no,0,0,NaN
ENST00000313349,5547,945,2,no,no,no,yes,0,0,NaN
ENST00000313360,2210,201,NaN,no,no,no,no,NaN,NaN,NaN
ENST00000323686,6038,2211,NaN,no,no,no,yes,0,0.3333333,NaN
ENST00000323359,,,2,yes,no,no,no,NaN,NaN,NaN
ENST00000325056,1804,504,2,no,no,yes,no,NaN,NaN,NaN
ENST00000320636,2601,1284,1,no,no,no,yes,0.1666667,0.3333333,NaN
ENST00000320501,765,765,NaN,no,no,no,no,0,0,NaN
ENST00000323127,1035,1035,5,yes,no,no,no,NaN,NaN,NaN
ENST00000317951,1599,1599,NaN,no,no,yes,no,NaN,NaN,NaN
ENST00000324257,420,420,NaN,no,yes,no,no,NaN,NaN,NaN
ENST00000320662,495,318,NaN,yes,no,no,no,NaN,NaN,NaN
ENST00000322315,1329,1083,6,no,no,yes,no,NaN,NaN,NaN
ENST00000324348,2502,294,2,yes,no,no,yes,NaN,NaN,NaN
ENST00000323860,555,555,NaN,no,yes,no,yes,0,0.6666667,NaN
ENST00000323871,,,NaN,no,no,no,no,NaN,NaN,NaN
ENST00000319379,16994,15009,60,no,no,no,no,0,0.5,NaN
ENST00000336627,3115,2400,2,no,no,no,no,0,0.5,NaN
ENST00000308725,3417,3102,NaN,yes,no,no,no,0,0,NaN
ENST00000360133,3249,2940,NaN,yes,no,no,no,0,0,NaN
